transaction_id,amount,hour_of_day,day_of_week,merchant_category,distance_from_home,distance_from_last_transaction,ratio_to_median_amount,is_foreign,is_weekend,velocity_last_hour,is_fraud
301195,27.86,12,4,5,2.6,5.9,1.06,0,0,7,0
301196,9.77,18,2,1,0.3,2.1,1.91,0,0,2,0
301197,15.31,12,3,5,1.3,2.7,1.17,0,0,0,0
301198,13.95,7,5,2,3.1,4.9,1.01,0,1,2,0
301199,254.08,14,0,6,8.5,3.5,0.82,0,0,3,0
301200,18.58,11,4,2,3.2,0.1,0.68,0,0,2,0
301201,14.4,21,3,9,2.5,1.1,1.05,0,0,1,0
301202,69.7,16,4,6,8.7,2.1,0.69,0,0,5,0
301203,39.48,15,0,7,1.3,2.7,0.52,0,0,6,0
301204,24.5,16,4,2,3.8,5.3,0.85,0,0,4,0
301205,124.31,11,5,3,3.4,6.0,0.88,0,1,0,0
301206,182.25,12,6,7,1.4,2.8,1.24,0,1,3,0
301207,32.17,17,1,10,11.6,7.5,1.36,0,0,1,0
301208,11.62,8,2,9,3.5,1.0,0.82,0,0,4,0
301209,12.67,16,2,3,6.4,0.7,0.68,1,0,1,0
301210,5.28,15,5,7,13.6,3.5,0.68,0,1,2,0
301211,91.66,13,3,6,0.2,0.3,1.07,0,0,1,0
301212,49.73,16,1,1,7.0,0.3,0.91,0,0,1,0
301213,43.7,14,1,6,36.6,1.1,0.96,0,0,2,0
301214,57.67,22,3,6,2.8,3.1,1.55,0,0,3,0
301215,74.32,7,6,3,8.1,2.5,1.34,0,1,1,0
301216,15.31,13,4,3,2.9,1.7,1.21,0,0,0,0
301217,28.48,7,2,10,0.8,0.0,0.78,0,0,2,0
301218,93.19,20,5,5,1.9,0.5,1.28,0,1,1,0
301219,65.73,16,3,4,3.1,4.6,0.76,0,0,3,0
301220,24.83,21,6,6,0.9,6.7,0.59,0,1,5,0
301221,58.98,14,0,3,1.2,0.9,0.5,0,0,2,0
301222,45.49,14,0,4,9.5,2.5,0.99,0,0,0,0
301223,29.89,14,3,10,1.2,0.7,1.44,0,0,1,0
301224,38.96,10,4,1,6.5,1.1,1.92,0,0,2,0
301225,28.89,9,2,6,4.4,1.1,1.25,0,0,4,0
301226,102.55,10,3,10,9.9,2.9,0.63,0,0,0,0
301227,50.8,18,5,3,1.2,0.7,0.86,0,1,2,0
301228,328.45,16,3,6,7.0,0.6,1.74,0,0,1,0
301229,9.16,11,5,4,1.7,0.2,1.27,0,1,6,0
301230,45.02,22,4,9,0.1,3.8,0.94,0,0,0,0
301231,9.07,17,2,8,0.4,0.4,0.46,0,0,1,0
301232,19.25,9,0,3,12.0,8.4,0.5,1,0,2,0
301233,43.67,11,1,6,8.8,1.2,1.44,0,0,2,0
301234,19.93,11,1,10,13.9,4.5,1.52,0,0,1,0
301235,26.99,0,1,10,4.9,0.3,0.6,0,0,2,0
301236,27.44,15,1,10,5.8,2.5,0.85,0,0,2,0
301237,33.23,12,3,2,10.1,1.5,1.56,0,0,3,0
301238,41.62,13,4,10,3.4,5.0,0.36,0,0,2,0
301239,55.84,20,6,4,2.9,0.6,0.84,0,1,1,0
301240,9.29,6,1,4,0.6,5.3,0.94,0,0,2,0
301241,4.91,11,1,6,9.5,2.8,1.47,0,0,2,0
301242,4.91,4,1,6,7.6,1.1,1.93,0,0,3,0
301243,49.87,14,3,1,0.9,0.5,1.38,0,0,2,0
301244,11.07,15,1,4,7.5,0.3,1.47,0,0,4,0
301245,8.23,8,3,8,4.0,4.5,0.65,0,0,6,0
301246,38.31,7,0,10,0.2,3.7,1.97,0,0,0,0
301247,22.03,9,5,8,3.1,0.5,0.97,0,1,1,0
301248,51.62,17,2,2,5.4,1.6,0.87,1,0,4,0
301249,41.58,12,1,10,1.8,0.4,0.73,0,0,1,0
301250,37.31,22,6,1,9.0,1.2,2.0,1,1,2,0
301251,38.15,11,4,5,3.6,1.5,1.83,0,0,2,0
301252,21.63,10,6,10,5.5,0.2,1.77,0,1,2,0
301253,7.05,17,1,6,9.6,2.3,1.18,0,0,3,0
301254,120.06,10,1,5,6.6,2.9,0.81,0,0,3,0
301255,45.6,13,2,6,1.3,0.3,1.67,0,0,4,0
301256,5.83,15,5,4,1.4,0.4,0.38,0,1,3,0
301257,8.95,15,5,2,2.9,0.5,1.72,0,1,2,0
301258,4.93,14,0,10,0.3,4.5,1.19,0,0,1,0
301259,14.94,15,5,7,1.5,3.5,1.78,0,1,3,0
301260,27.79,10,4,10,15.9,0.2,0.43,0,0,1,0
301261,128.48,18,6,6,0.2,6.8,1.21,0,1,1,0
301262,43.46,16,5,9,1.6,0.7,1.15,0,1,3,0
301263,53.57,12,1,9,2.6,3.6,1.05,1,0,2,0
301264,116.34,21,1,4,6.0,1.3,1.55,0,0,1,0
301265,16.82,9,6,9,6.1,10.9,1.06,0,1,1,0
301266,8.6,15,0,1,4.2,0.0,1.01,0,0,2,0
301267,22.59,13,2,4,12.9,11.3,1.5,0,0,2,0
301268,69.01,10,1,3,3.7,5.9,1.59,0,0,0,0
301269,51.03,17,1,4,7.9,0.3,0.96,0,0,0,0
301270,5.72,11,1,6,0.8,4.0,0.71,1,0,3,0
301271,20.44,18,3,2,7.2,0.6,1.82,0,0,0,0
301272,51.6,13,6,9,3.4,10.1,0.78,0,1,4,0
301273,30.83,11,1,1,0.6,2.8,1.44,0,0,3,0
301274,18.84,11,3,9,8.0,0.3,1.31,0,0,1,0
301275,76.42,16,5,3,13.1,1.8,1.38,0,1,3,0
301276,105.49,0,5,6,0.6,5.5,1.06,0,1,3,0
301277,5.63,11,5,10,0.3,12.8,1.19,1,1,3,0
301278,19.07,16,4,10,4.1,2.5,3.59,0,0,3,0
301279,123.25,16,6,3,19.6,6.4,1.43,0,1,2,0
301280,18.08,15,6,7,2.4,1.1,1.58,0,1,5,0
301281,15.93,13,3,6,0.7,2.9,1.05,0,0,5,0
301282,64.81,13,6,4,0.2,2.9,1.8,0,1,2,0
301283,14.18,10,2,10,7.2,3.9,1.71,0,0,4,0
301284,37.07,17,4,4,13.6,2.2,1.55,0,0,2,0
301285,21.73,19,3,8,10.1,6.7,0.57,0,0,0,0
301286,30.26,14,5,1,4.0,7.1,0.57,0,1,4,0
301287,78.54,10,6,6,0.0,2.4,0.52,0,1,2,0
301288,11.79,15,5,6,6.2,3.8,0.52,0,1,1,0
301289,15.57,17,6,4,0.8,3.3,1.89,0,1,1,0
301290,137.77,13,3,9,0.9,4.1,0.93,1,0,2,0
301291,43.74,11,4,5,0.4,0.1,0.78,1,0,1,0
301292,58.14,15,6,6,12.1,1.0,0.93,0,1,2,0
301293,37.61,6,6,1,5.0,0.1,0.77,0,1,2,0
301294,107.97,7,0,4,5.0,1.3,1.27,0,0,3,0
301295,16.18,19,3,6,0.3,0.2,1.18,0,0,1,0
301296,38.21,18,0,8,2.1,1.7,1.53,0,0,4,0
301297,9.89,23,4,1,8.6,0.1,0.66,0,0,2,0
301298,22.39,1,0,3,0.4,1.9,1.14,0,0,4,0
301299,4.87,17,1,5,8.6,1.2,0.48,0,0,3,0
301300,47.59,13,1,2,1.5,8.9,0.77,0,0,3,0
301301,328.89,17,2,10,1.3,3.4,1.9,0,0,2,0
301302,17.7,14,6,10,17.5,5.9,0.81,0,1,3,0
301303,29.3,11,5,3,2.1,3.4,1.13,0,1,0,0
301304,27.87,20,5,6,2.1,5.2,2.71,0,1,5,0
301305,55.07,9,0,10,11.9,6.9,1.11,0,0,3,0
301306,7.15,8,4,10,2.8,2.0,2.0,0,0,1,0
301307,40.63,0,0,8,3.5,1.4,0.83,0,0,1,0
301308,447.37,12,2,4,9.6,0.1,1.48,0,0,2,0
301309,32.01,13,4,6,3.2,6.2,1.01,0,0,1,0
301310,41.7,16,2,6,1.8,5.9,0.72,0,0,1,0
301311,34.33,11,6,6,1.3,1.5,0.42,0,1,1,0
301312,21.43,13,0,7,2.7,3.3,0.9,0,0,3,0
301313,126.92,17,4,2,5.6,3.9,2.06,0,0,2,0
301314,37.44,13,6,9,3.0,0.8,0.99,0,1,4,0
301315,4.78,10,1,9,1.4,1.7,1.95,0,0,3,0
301316,43.54,17,5,7,0.7,2.4,0.72,0,1,0,0
301317,8.57,10,5,3,8.6,1.0,0.57,0,1,2,0
301318,96.3,16,3,7,15.0,1.1,1.32,1,0,1,0
301319,81.3,10,1,5,34.3,2.6,1.6,0,0,2,0
301320,93.56,18,1,1,16.1,1.0,0.37,0,0,3,0
301321,12.81,12,6,7,7.4,0.5,0.58,0,1,2,0
301322,10.47,12,2,5,5.9,1.3,0.76,0,0,2,0
301323,19.96,15,0,6,4.0,2.1,1.9,0,0,4,0
301324,2.7,11,1,10,0.3,3.1,0.87,0,0,3,0
301325,53.46,16,5,4,0.1,0.7,0.62,0,1,1,0
301326,20.56,21,0,8,5.5,6.0,1.3,0,0,4,0
301327,24.56,15,2,3,12.6,3.1,0.97,0,0,2,0
301328,22.06,19,5,7,0.3,0.3,1.31,0,1,2,0
301329,110.04,10,0,10,0.1,1.0,0.53,0,0,3,0
301330,80.67,13,4,5,3.2,0.3,1.5,1,0,0,0
301331,15.0,11,6,9,5.0,2.5,0.76,0,1,1,0
301332,141.95,12,0,8,0.5,5.6,1.63,0,0,1,0
301333,391.59,14,3,7,23.6,11.8,4.67,0,0,4,1
301334,122.3,10,6,6,6.9,0.6,0.63,0,1,0,0
301335,57.12,14,2,8,0.3,2.7,0.67,0,0,1,0
301336,24.4,8,6,4,0.5,10.6,0.59,0,1,5,0
301337,16.72,11,3,4,4.0,1.4,1.45,0,0,2,0
301338,44.37,16,2,5,5.2,0.0,0.63,0,0,1,0
301339,29.34,18,6,10,2.9,0.5,0.91,0,1,0,0
301340,120.78,15,0,8,21.1,0.6,1.24,0,0,0,0
301341,9.2,15,2,5,4.3,1.0,0.6,0,0,0,0
301342,28.37,6,3,2,0.1,0.6,0.4,0,0,2,0
301343,101.37,14,3,8,10.9,5.2,0.51,0,0,1,0
301344,8.7,20,1,8,1.3,5.8,1.32,0,0,2,0
301345,12.4,13,1,8,1.5,0.3,1.54,0,0,1,0
301346,77.59,13,1,3,6.8,1.2,1.35,1,0,4,0
301347,86.44,13,3,8,2.5,3.2,0.83,0,0,2,0
301348,150.87,13,2,5,8.1,5.3,1.58,0,0,6,0
301349,172.89,15,1,2,5.8,1.9,0.6,0,0,0,0
301350,57.39,23,5,10,2.2,0.8,1.21,0,1,1,0
301351,35.62,19,4,4,4.9,0.3,1.48,0,0,0,0
301352,70.99,17,0,5,0.8,0.9,2.18,0,0,1,0
301353,4.52,21,0,2,3.3,1.2,0.53,0,0,2,0
301354,26.14,17,3,10,2.9,0.2,1.42,0,0,0,0
301355,59.62,19,5,1,5.5,1.3,0.63,0,1,7,0
301356,6.91,13,2,1,6.1,6.7,1.23,0,0,3,0
301357,32.67,14,0,6,16.2,6.2,1.05,0,0,2,0
301358,38.15,19,1,5,8.2,0.4,0.3,0,0,2,0
301359,379.25,19,6,10,7.0,3.9,1.29,0,1,7,0
301360,8.47,9,4,3,11.1,17.1,0.68,0,0,2,0
301361,171.32,10,6,3,2.0,1.4,1.18,0,1,4,0
301362,11.68,17,0,5,6.6,2.8,1.85,0,0,0,0
301363,69.37,23,0,9,1.0,1.9,1.24,1,0,3,0
301364,16.54,13,6,8,0.1,0.0,1.24,0,1,3,0
301365,22.21,13,2,2,3.5,1.8,2.23,0,0,4,0
301366,11.96,10,2,7,4.0,2.8,0.67,0,0,2,0
301367,142.68,7,0,5,5.3,3.7,2.15,0,0,1,0
301368,34.72,13,6,5,1.9,0.5,0.38,0,1,3,0
301369,5.27,13,0,3,3.4,2.2,0.42,0,0,3,0
301370,22.36,12,3,8,0.2,2.2,0.51,0,0,3,0
301371,45.81,19,0,1,4.4,5.2,0.94,0,0,2,0
301372,17.85,17,0,4,2.1,10.6,0.78,0,0,3,0
301373,75.77,10,3,4,0.6,1.5,0.69,0,0,3,0
301374,35.56,19,1,1,4.2,0.6,1.1,0,0,1,0
301375,215.36,13,6,8,2.8,2.6,0.84,0,1,1,0
301376,128.44,12,4,10,10.9,0.5,1.05,0,0,0,0
301377,14.61,19,3,5,15.3,0.3,1.61,0,0,2,0
301378,82.6,16,5,9,8.5,0.0,1.56,0,1,1,0
301379,187.71,12,5,5,7.2,0.4,0.5,0,1,3,0
301380,31.82,12,1,7,0.6,1.5,1.14,0,0,2,0
301381,73.21,19,2,8,1.2,2.1,0.95,0,0,6,0
301382,10.27,2,0,1,7.4,2.6,1.04,0,0,0,0
301383,47.64,21,5,6,7.3,3.3,1.66,1,1,3,0
301384,94.93,9,5,8,5.1,2.4,0.41,0,1,4,0
301385,29.84,10,5,2,3.2,4.3,1.58,0,1,4,0
301386,2.44,9,3,5,6.4,0.5,0.51,0,0,2,0
301387,90.43,13,0,6,20.9,0.7,1.58,0,0,5,0
301388,29.35,12,2,5,8.8,7.1,0.42,0,0,5,0
301389,62.5,20,2,9,2.9,15.7,0.99,0,0,0,0
301390,21.84,19,3,10,1.9,10.6,0.37,0,0,1,0
301391,28.02,17,4,8,6.9,2.4,1.15,0,0,0,0
301392,41.29,14,6,5,5.5,0.1,0.74,0,1,0,0
301393,31.06,18,6,4,0.1,2.5,0.39,0,1,2,0
301394,27.73,11,0,8,2.7,5.7,1.1,0,0,1,0
301395,17.54,8,3,5,7.5,3.9,2.24,0,0,2,0
301396,11.91,8,4,2,0.0,1.0,0.98,0,0,2,0
301397,2.75,10,5,1,25.9,0.4,2.94,0,1,1,0
301398,123.35,13,2,8,4.4,2.8,0.75,0,0,2,0
301399,19.74,19,4,5,8.8,1.0,2.02,0,0,3,0
301400,8.62,15,2,6,1.3,1.8,1.51,0,0,0,0
301401,57.06,14,2,7,1.3,3.4,0.5,0,0,2,0
301402,27.69,9,6,10,5.8,4.8,0.69,0,1,1,0
301403,12.47,17,3,10,5.1,6.3,1.63,0,0,1,0
301404,15.55,19,4,10,1.4,1.5,1.18,0,0,1,0
301405,414.09,5,4,5,8.9,1.8,1.21,0,0,3,0
301406,9.96,7,0,8,1.1,5.5,0.51,0,0,1,0
301407,16.23,21,0,5,1.3,0.4,1.12,0,0,3,0
301408,30.38,18,2,3,3.2,0.5,1.4,0,0,0,0
301409,18.64,21,4,8,4.5,6.5,0.93,0,0,2,0
301410,41.82,13,6,9,20.1,0.2,0.67,0,1,3,0
301411,71.61,9,1,9,0.7,3.1,1.07,0,0,3,0
301412,8.35,14,1,1,5.1,0.6,1.83,0,0,3,0
301413,180.71,19,3,2,0.8,4.1,2.7,0,0,1,0
301414,36.13,11,3,7,14.3,6.2,1.42,0,0,3,0
301415,8.99,16,0,9,3.3,0.7,0.91,0,0,1,0
301416,42.24,11,4,9,5.3,1.0,1.06,0,0,1,0
301417,102.0,19,1,6,1.6,10.3,0.42,0,0,3,0
301418,1225.8,12,6,3,1.9,0.3,1.82,0,1,2,0
301419,25.45,20,2,6,6.4,0.4,1.28,0,0,1,0
301420,29.9,13,0,7,27.8,0.9,0.49,0,0,2,0
301421,56.37,13,6,3,2.6,0.1,0.47,0,1,3,0
301422,12.39,7,3,10,1.6,1.5,1.75,0,0,1,0
301423,3.21,14,0,7,1.7,2.7,1.64,0,0,0,0
301424,254.98,16,0,3,4.6,0.4,2.04,0,0,0,0
301425,6.93,21,6,9,1.9,2.3,0.89,0,1,1,0
301426,12.95,22,0,2,0.4,4.9,1.26,0,0,3,0
301427,63.53,13,3,2,7.4,2.4,0.57,0,0,5,0
301428,17.68,9,6,9,2.0,1.1,0.78,0,1,3,0
301429,106.19,14,6,7,3.8,0.3,0.31,0,1,3,0
301430,18.8,17,0,10,3.6,0.1,1.83,1,0,2,0
301431,8.2,12,4,8,0.8,1.1,1.34,0,0,1,0
301432,387.56,11,2,1,1.2,0.2,1.48,0,0,0,0
301433,48.22,10,2,2,7.1,1.3,0.39,0,0,4,0
301434,32.78,11,4,10,0.7,6.0,3.03,0,0,4,0
301435,30.52,12,6,4,5.6,0.7,1.48,0,1,1,0
301436,131.56,17,3,6,3.3,3.3,1.48,0,0,2,0
301437,41.29,14,2,5,2.8,0.1,2.1,0,0,3,0
301438,38.17,15,2,10,0.8,2.3,0.47,0,0,1,0
301439,72.76,17,6,1,5.8,2.7,2.08,0,1,2,0
301440,97.51,9,5,1,27.2,4.4,0.55,0,1,4,0
301441,31.99,13,6,10,2.3,2.2,1.67,0,1,2,0
301442,19.96,12,2,2,5.6,10.3,0.58,0,0,3,0
301443,50.52,18,4,3,3.8,9.5,1.07,0,0,0,0
301444,18.78,17,3,4,39.9,4.5,1.31,0,0,1,0
301445,24.74,9,0,9,17.0,1.2,0.87,0,0,1,0
301446,78.25,18,6,1,0.4,1.0,1.83,0,1,1,0
301447,51.05,13,3,10,15.7,3.2,0.47,0,0,2,0
301448,18.51,15,3,6,1.8,5.2,0.37,0,0,1,0
301449,73.31,13,0,9,3.6,0.6,0.48,0,0,0,0
301450,130.15,14,3,7,5.3,0.9,1.2,0,0,6,0
301451,38.43,12,6,8,3.2,2.4,0.92,0,1,1,0
301452,36.52,10,6,1,4.8,5.0,0.8,0,1,6,0
301453,6.75,8,4,7,7.3,3.0,0.48,0,0,1,0
301454,43.72,13,0,1,3.5,1.5,3.23,0,0,2,0
301455,51.28,18,0,4,1.2,2.0,1.25,0,0,3,0
301456,10.4,20,2,7,12.0,5.2,0.42,0,0,0,0
301457,3.04,18,0,2,3.1,0.7,0.46,0,0,1,0
301458,173.69,8,2,7,2.5,3.4,0.42,0,0,4,0
301459,22.99,9,6,3,0.1,2.3,1.11,0,1,0,0
301460,25.4,4,0,3,4.4,1.4,0.36,0,0,1,0
301461,4.49,6,5,2,35.0,1.5,1.1,0,1,1,0
301462,51.5,7,3,1,0.5,4.8,1.13,0,0,5,0
301463,19.13,19,1,1,8.6,1.9,1.94,0,0,3,0
301464,8.33,10,3,10,0.7,2.8,0.66,0,0,5,0
301465,38.33,16,3,1,0.6,4.8,1.65,0,0,0,0
301466,21.47,1,6,7,10.3,0.6,1.18,0,1,2,0
301467,87.16,16,5,4,5.4,8.3,0.97,0,1,1,0
301468,12.44,10,2,8,0.1,6.5,1.12,0,0,0,0
301469,12.87,10,5,9,23.0,0.8,0.88,0,1,4,0
301470,63.16,20,0,4,16.2,0.8,0.71,0,0,5,0
301471,86.92,17,0,9,5.1,0.2,0.69,0,0,4,0
301472,79.95,16,6,9,0.5,1.7,1.14,0,1,2,0
301473,13.31,12,4,1,3.0,7.2,0.92,0,0,3,0
301474,101.58,17,3,10,0.6,2.3,1.41,0,0,0,0
301475,24.95,13,5,7,2.9,0.5,0.99,0,1,0,0
301476,42.26,13,0,9,5.5,0.4,1.62,0,0,3,0
301477,10.13,16,3,7,2.2,7.5,0.69,0,0,4,0
301478,27.27,11,2,7,1.7,0.8,0.61,0,0,0,0
301479,68.32,15,6,1,2.3,4.7,0.97,0,1,3,0
301480,45.73,0,0,2,11.2,0.7,0.32,0,0,0,0
301481,79.08,21,3,9,21.2,1.6,0.67,0,0,1,0
301482,31.57,11,5,8,6.1,1.2,0.89,0,1,3,0
301483,70.66,11,5,9,10.1,4.7,0.9,0,1,0,0
301484,24.91,7,6,6,0.5,3.6,0.75,0,1,0,0
301485,18.53,13,0,5,2.6,2.2,0.61,0,0,0,0
301486,180.78,17,6,5,3.0,0.9,0.56,0,1,3,0
301487,6.79,10,4,8,1.2,3.0,0.56,0,0,0,0
301488,26.4,18,0,10,5.9,0.3,0.58,0,0,2,0
301489,10.28,17,3,9,3.3,0.3,1.19,0,0,3,0
301490,14.6,8,2,7,7.9,4.1,1.36,0,0,3,0
301491,12.69,9,6,2,2.7,7.5,1.45,1,1,1,0
301492,184.03,1,6,9,2.9,2.1,0.93,0,1,1,0
301493,41.6,17,6,5,3.8,1.8,0.99,0,1,6,0
301494,11.42,12,2,4,7.4,4.9,1.0,0,0,2,0
301495,13.1,21,2,2,0.4,1.5,1.05,0,0,2,0
301496,21.47,18,5,4,1.5,0.3,1.07,0,1,2,0
301497,94.63,18,3,1,3.1,4.6,0.85,0,0,5,0
301498,184.47,11,3,2,10.9,1.6,0.77,0,0,4,0
301499,23.21,11,0,3,1.8,1.0,2.1,0,0,1,0
301500,221.09,18,0,4,3.1,7.7,2.04,0,0,2,0
301501,102.21,17,3,4,4.9,6.9,0.64,0,0,3,0
301502,183.76,22,3,3,33.3,22.2,10.32,0,0,3,1
301503,22.52,19,3,10,5.0,0.2,1.28,0,0,1,0
301504,29.29,8,1,5,1.5,0.1,1.57,0,0,2,0
301505,38.07,19,6,8,3.6,2.0,1.25,0,1,1,0
301506,26.99,10,0,2,0.8,9.3,0.82,0,0,0,0
301507,173.93,22,4,10,3.9,5.7,0.82,0,0,1,0
301508,27.01,19,6,8,5.9,3.0,0.75,0,1,0,0
301509,17.0,7,6,1,6.7,2.2,0.49,0,1,2,0
301510,28.13,8,0,10,15.4,0.7,0.75,0,0,2,0
301511,49.16,20,2,7,0.6,1.0,0.75,0,0,2,0
301512,45.38,16,4,7,5.2,5.7,0.92,0,0,1,0
301513,29.23,18,5,3,2.7,3.5,0.6,0,1,3,0
301514,11.42,8,2,1,6.3,0.4,0.67,1,0,2,0
301515,25.9,16,2,2,1.1,1.4,0.74,0,0,2,0
301516,26.81,17,0,10,1.9,4.2,0.61,0,0,4,0
301517,12.26,12,1,9,0.5,1.8,0.47,0,0,3,0
301518,25.28,17,5,2,3.4,0.4,0.38,0,1,2,0
301519,31.02,15,2,2,15.0,11.8,0.67,0,0,2,0
301520,40.38,17,2,3,2.4,3.8,0.43,0,0,2,0
301521,33.8,12,3,8,6.5,0.8,1.1,0,0,2,0
301522,28.39,19,0,8,9.1,0.9,1.1,0,0,1,0
301523,40.7,10,0,2,14.8,1.4,2.0,0,0,2,0
301524,48.04,17,2,7,7.0,3.4,0.76,0,0,4,0
301525,11.01,15,5,10,8.7,4.6,1.1,0,1,1,0
301526,30.29,12,1,8,12.1,3.8,2.24,0,0,1,0
301527,6.35,15,1,8,4.6,2.1,0.59,0,0,4,0
301528,21.55,14,1,3,0.4,1.2,0.64,0,0,3,0
301529,75.93,16,1,10,9.0,1.3,1.04,0,0,1,0
301530,48.69,19,1,8,0.6,2.2,0.8,0,0,1,0
301531,20.88,21,0,6,3.9,1.8,0.34,0,0,6,0
301532,18.75,16,2,6,7.9,4.6,1.51,0,0,0,0
301533,5.07,13,6,7,4.0,0.5,0.9,0,1,1,0
301534,27.18,7,3,7,1.1,2.2,0.72,0,0,4,0
301535,30.21,12,5,8,0.2,1.3,0.52,0,1,3,0
301536,166.19,15,4,4,7.2,6.1,2.17,0,0,1,0
301537,86.84,21,2,4,8.1,3.1,0.71,0,0,2,0
301538,94.59,12,1,10,0.1,0.9,1.15,0,0,1,0
301539,33.14,17,0,7,1.1,3.2,1.47,0,0,1,0
301540,28.32,11,1,2,8.2,0.3,1.07,0,0,2,0
301541,42.6,19,5,2,5.7,1.3,1.41,0,1,2,0
301542,51.24,6,1,2,2.0,0.3,1.02,0,0,2,0
301543,255.43,16,4,1,5.0,1.6,0.84,0,0,2,0
301544,19.73,17,1,5,26.6,6.4,0.43,1,0,2,0
301545,168.0,20,2,9,3.0,0.8,0.92,0,0,3,0
301546,40.78,8,5,1,7.5,9.5,0.83,0,1,4,0
301547,13.67,15,3,10,14.8,0.2,0.49,0,0,0,0
301548,613.0,20,0,7,12.8,45.7,6.27,0,0,6,1
301549,34.52,10,3,4,0.4,4.8,1.12,0,0,2,0
301550,53.24,9,2,4,3.0,8.6,0.75,0,0,4,0
301551,353.54,5,5,1,118.9,72.5,7.48,1,1,3,1
301552,36.66,16,1,8,5.8,1.2,0.47,0,0,0,0
301553,126.3,15,4,8,0.8,7.4,1.72,0,0,0,0
301554,19.85,3,4,10,3.3,4.1,1.33,0,0,0,0
301555,10.12,14,5,2,5.7,4.6,1.45,0,1,2,0
301556,85.03,14,0,2,13.0,1.9,0.94,0,0,2,0
301557,12.76,6,6,5,0.4,0.1,1.06,0,1,0,0
301558,37.37,14,3,4,3.5,2.1,0.62,0,0,1,0
301559,118.2,17,5,5,2.5,0.9,1.69,0,1,1,0
301560,248.41,20,1,4,1.9,7.3,0.87,1,0,2,0
301561,194.38,14,0,8,5.4,1.1,1.87,0,0,1,0
301562,63.49,12,1,7,0.1,0.5,1.16,0,0,3,0
301563,59.87,0,2,6,1.5,2.3,0.91,0,0,6,0
301564,34.04,13,2,3,4.8,2.9,0.69,0,0,4,0
301565,44.3,16,6,4,1.3,0.3,0.37,0,1,1,0
301566,70.06,15,1,6,2.4,6.1,0.7,0,0,3,0
301567,15.2,13,0,2,0.5,2.0,2.53,0,0,1,0
301568,138.98,14,6,4,15.6,4.0,1.15,0,1,1,0
301569,21.1,18,0,7,1.8,1.9,0.75,0,0,4,0
301570,138.88,19,4,6,0.3,4.1,0.39,0,0,2,0
301571,59.65,9,4,1,3.9,0.1,1.11,0,0,2,0
301572,237.39,0,5,7,2.6,0.5,0.51,0,1,1,0
301573,139.4,16,5,3,2.1,1.4,1.0,0,1,1,0
301574,37.4,10,1,9,1.5,5.9,1.08,0,0,2,0
301575,17.07,10,5,8,1.1,1.2,1.36,0,1,3,0
301576,5.58,19,1,5,5.8,2.4,1.12,0,0,2,0
301577,16.42,15,2,10,8.5,0.4,1.63,0,0,1,0
301578,8.52,9,3,9,4.3,3.0,0.88,0,0,3,0
301579,12.24,12,4,3,1.1,1.8,0.68,0,0,2,0
301580,17.26,18,0,2,3.9,1.0,1.06,0,0,2,0
301581,11.93,18,2,7,2.1,2.8,1.55,0,0,1,0
301582,180.65,11,0,7,34.2,27.6,4.25,1,0,7,1
301583,21.83,12,2,3,3.7,3.2,1.12,0,0,3,0
301584,29.52,11,6,7,9.2,5.9,0.92,0,1,1,0
301585,12.76,18,1,6,2.8,5.6,0.62,0,0,1,0
301586,19.18,2,2,2,1.3,9.5,1.63,0,0,3,0
301587,27.72,12,0,1,17.0,1.4,0.55,0,0,1,0
301588,50.69,9,2,6,2.3,8.1,2.4,0,0,4,0
301589,63.05,10,5,6,3.4,0.8,0.97,0,1,5,0
301590,4.45,17,5,10,5.8,0.2,1.36,0,1,3,0
301591,57.56,18,3,3,2.8,0.2,0.87,0,0,3,0
301592,39.23,8,0,7,7.1,1.3,0.49,0,0,3,0
301593,4.87,6,2,3,14.1,3.6,0.51,0,0,4,0
301594,21.76,16,6,3,4.4,0.4,0.71,0,1,2,0
301595,47.28,10,4,2,1.1,9.8,1.62,0,0,3,0
301596,5.12,14,3,7,1.4,2.4,1.28,0,0,1,0
301597,248.2,12,0,10,1.9,0.3,1.38,0,0,0,0
301598,24.28,10,3,5,0.2,0.3,1.05,0,0,1,0
301599,55.35,7,0,2,1.7,0.4,0.72,0,0,1,0
301600,16.62,21,6,6,1.6,2.1,1.26,0,1,3,0
301601,27.56,19,3,2,5.1,0.1,1.28,0,0,6,0
301602,29.32,11,6,7,2.1,2.8,1.34,0,1,5,0
301603,49.76,15,3,7,0.4,2.0,0.78,0,0,2,0
301604,130.58,9,1,5,0.1,2.2,1.3,0,0,2,0
301605,84.34,9,2,3,5.7,1.4,2.27,0,0,0,0
301606,29.55,18,2,1,7.6,8.6,0.65,0,0,1,0
301607,11.43,12,0,4,18.7,3.2,0.95,0,0,1,0
301608,67.84,18,1,7,30.1,11.2,0.75,0,0,2,0
301609,21.95,10,2,2,10.6,0.4,1.21,0,0,2,0
301610,3.11,11,4,9,1.0,2.0,1.04,0,0,1,0
301611,16.61,18,6,5,3.4,0.9,0.91,0,1,5,0
301612,20.8,12,4,6,5.6,3.2,0.87,0,0,1,0
301613,41.97,7,2,8,0.2,2.1,0.8,0,0,5,0
301614,25.92,9,0,7,1.6,0.8,1.74,0,0,2,0
301615,91.0,15,1,8,7.8,2.2,0.34,0,0,2,0
