date,store_id,product_category,units_sold,unit_price,revenue,promotion,day_of_week,month,is_holiday
2023-06-04,5,food,66,9.1,600.6,1,6,6,0
2023-06-04,1,clothing,29,54.23,1572.67,0,6,6,0
2023-06-05,5,home,13,60.76,789.88,0,0,6,0
2023-06-05,2,food,48,10.43,500.64,0,0,6,0
2023-06-05,2,clothing,42,49.97,2098.74,1,0,6,0
2023-06-05,3,electronics,18,134.11,2413.98,0,0,6,0
2023-06-05,2,home,22,63.15,1389.3,0,0,6,0
2023-06-05,1,food,56,9.44,528.64,0,0,6,0
2023-06-06,5,food,79,10.85,857.15,1,1,6,0
2023-06-06,2,food,50,8.7,435.0,0,1,6,0
2023-06-06,3,clothing,19,29.29,556.51,0,1,6,0
2023-06-06,3,sports,10,52.03,520.3,0,1,6,0
2023-06-06,1,home,16,80.03,1280.48,0,1,6,0
2023-06-07,1,electronics,12,118.58,1422.96,0,2,6,0
2023-06-07,3,food,57,8.98,511.86,0,2,6,0
2023-06-07,3,food,54,8.16,440.64,0,2,6,0
2023-06-07,5,sports,12,66.61,799.32,0,2,6,0
2023-06-07,1,sports,17,50.97,866.49,0,2,6,0
2023-06-08,4,home,17,77.27,1313.59,0,3,6,0
2023-06-08,5,clothing,19,31.31,594.89,0,3,6,0
2023-06-08,5,food,45,10.59,476.55,0,3,6,0
2023-06-08,4,clothing,32,53.9,1724.8,1,3,6,0
2023-06-08,4,home,14,80.46,1126.44,0,3,6,0
2023-06-08,1,sports,12,64.74,776.88,1,3,6,0
2023-06-09,3,home,9,79.77,717.93,0,4,6,0
2023-06-09,5,clothing,28,44.61,1249.08,1,4,6,0
2023-06-09,5,clothing,26,37.46,973.96,0,4,6,0
2023-06-09,5,home,14,69.82,977.48,0,4,6,0
2023-06-09,3,home,10,64.37,643.7,1,4,6,0
2023-06-09,3,electronics,23,135.9,3125.7,1,4,6,0
2023-06-09,4,clothing,25,44.04,1101.0,0,4,6,0
2023-06-09,4,electronics,25,152.2,3805.0,0,4,6,0
2023-06-09,4,electronics,16,155.14,2482.24,0,4,6,0
2023-06-10,3,sports,12,46.77,561.24,0,5,6,0
2023-06-10,3,clothing,25,44.26,1106.5,0,5,6,0
2023-06-10,3,clothing,32,52.5,1680.0,0,5,6,0
2023-06-10,2,food,67,9.96,667.32,0,5,6,0
2023-06-10,3,clothing,35,49.76,1741.6,0,5,6,0
2023-06-10,2,home,10,92.49,924.9,0,5,6,0
2023-06-10,2,food,61,9.29,566.69,0,5,6,0
2023-06-11,3,electronics,22,104.22,2292.84,0,6,6,0
2023-06-11,1,home,15,56.95,854.25,0,6,6,0
2023-06-11,5,sports,9,59.29,533.61,0,6,6,0
2023-06-11,5,sports,9,32.92,296.28,0,6,6,0
2023-06-11,3,home,12,72.14,865.68,0,6,6,0
2023-06-11,1,clothing,42,39.66,1665.72,1,6,6,0
2023-06-11,1,home,14,69.98,979.72,0,6,6,0
2023-06-12,5,sports,9,59.95,539.55,0,0,6,0
2023-06-12,5,clothing,33,46.56,1536.48,1,0,6,0
2023-06-12,2,home,9,58.07,522.63,0,0,6,0
2023-06-12,5,food,58,9.58,555.64,1,0,6,0
2023-06-12,4,electronics,26,142.36,3701.36,0,0,6,0
2023-06-12,5,home,12,76.26,915.12,0,0,6,0
2023-06-13,2,clothing,30,37.32,1119.6,0,1,6,0
2023-06-13,5,electronics,12,174.54,2094.48,0,1,6,0
2023-06-13,4,food,41,11.16,457.56,0,1,6,0
2023-06-13,1,sports,19,62.76,1192.44,0,1,6,0
2023-06-13,1,electronics,19,176.46,3352.74,0,1,6,0
2023-06-14,5,sports,7,40.51,283.57,0,2,6,0
2023-06-14,5,electronics,28,134.35,3761.8,0,2,6,0
2023-06-14,4,clothing,35,48.5,1697.5,0,2,6,0
2023-06-14,1,home,15,58.66,879.9,0,2,6,0
2023-06-14,4,home,12,46.69,560.28,0,2,6,0
2023-06-14,5,home,12,55.3,663.6,0,2,6,0
2023-06-14,3,sports,12,63.84,766.08,1,2,6,0
2023-06-14,4,electronics,19,182.13,3460.47,0,2,6,0
2023-06-14,5,sports,10,69.38,693.8,0,2,6,0
2023-06-15,4,food,60,11.28,676.8,0,3,6,0
2023-06-15,4,electronics,16,111.5,1784.0,0,3,6,0
2023-06-15,4,sports,9,51.75,465.75,0,3,6,0
2023-06-15,5,clothing,33,38.55,1272.15,0,3,6,0
2023-06-15,4,home,6,75.43,452.58,0,3,6,0
2023-06-15,5,clothing,33,31.89,1052.37,0,3,6,0
2023-06-15,5,home,16,44.95,719.2,0,3,6,0
2023-06-16,3,food,51,9.94,506.94,0,4,6,0
2023-06-16,4,food,50,10.04,502.0,0,4,6,0
2023-06-16,3,sports,10,64.9,649.0,0,4,6,0
2023-06-16,4,electronics,20,150.19,3003.8,1,4,6,0
2023-06-16,5,electronics,13,125.27,1628.51,0,4,6,0
2023-06-16,3,electronics,18,165.46,2978.28,1,4,6,0
2023-06-16,5,electronics,20,184.62,3692.4,0,4,6,0
2023-06-17,5,clothing,29,55.6,1612.4,0,5,6,0
2023-06-17,5,sports,11,43.24,475.64,0,5,6,0
2023-06-17,4,electronics,24,154.01,3696.24,0,5,6,0
2023-06-17,5,home,15,60.88,913.2,0,5,6,0
2023-06-17,1,clothing,23,48.75,1121.25,0,5,6,0
2023-06-17,1,home,7,74.63,522.41,0,5,6,0
2023-06-17,1,sports,8,48.8,390.4,0,5,6,0
2023-06-18,3,electronics,20,146.29,2925.8,1,6,6,0
2023-06-18,3,home,13,78.46,1019.98,0,6,6,0
2023-06-18,1,clothing,33,37.68,1243.44,0,6,6,0
2023-06-18,2,electronics,18,164.86,2967.48,0,6,6,0
2023-06-18,4,home,7,74.63,522.41,0,6,6,0
2023-06-18,3,clothing,33,43.19,1425.27,0,6,6,0
2023-06-18,4,food,76,12.25,931.0,0,6,6,0
2023-06-18,5,home,16,81.78,1308.48,0,6,6,0
2023-06-18,2,clothing,36,26.23,944.28,0,6,6,0
2023-06-19,5,home,15,59.14,887.1,0,0,6,0
2023-06-19,5,electronics,14,182.24,2551.36,0,0,6,0
2023-06-19,4,home,15,62.77,941.55,0,0,6,0
2023-06-19,3,home,10,62.6,626.0,0,0,6,0
2023-06-19,2,food,57,10.21,581.97,1,0,6,0
2023-06-19,5,sports,14,55.33,774.62,0,0,6,0
2023-06-19,3,food,49,9.18,449.82,0,0,6,0
2023-06-20,2,sports,12,24.5,294.0,0,1,6,0
2023-06-20,4,clothing,30,45.5,1365.0,0,1,6,0
2023-06-20,4,food,44,8.75,385.0,0,1,6,0
2023-06-20,2,sports,11,62.93,692.23,0,1,6,0
2023-06-20,5,food,55,10.15,558.25,0,1,6,0
2023-06-20,5,clothing,18,42.27,760.86,0,1,6,0
2023-06-20,5,sports,10,42.95,429.5,0,1,6,0
2023-06-20,3,electronics,18,171.05,3078.9,0,1,6,0
2023-06-21,5,clothing,32,46.54,1489.28,0,2,6,0
2023-06-21,5,sports,10,56.01,560.1,0,2,6,0
2023-06-21,1,sports,10,53.45,534.5,0,2,6,0
2023-06-21,5,sports,9,71.11,639.99,1,2,6,0
2023-06-21,3,sports,12,57.46,689.52,0,2,6,0
2023-06-21,4,electronics,15,155.91,2338.65,0,2,6,0
2023-06-21,3,electronics,14,158.79,2223.06,0,2,6,0
2023-06-22,3,clothing,27,39.35,1062.45,1,3,6,0
2023-06-22,2,electronics,16,140.65,2250.4,0,3,6,0
2023-06-22,3,electronics,14,131.1,1835.4,0,3,6,0
2023-06-22,3,electronics,19,182.82,3473.58,0,3,6,0
2023-06-22,3,home,15,84.06,1260.9,0,3,6,0
2023-06-22,2,clothing,21,60.13,1262.73,0,3,6,0
2023-06-22,5,home,12,41.37,496.44,0,3,6,0
2023-06-22,1,electronics,20,186.47,3729.4,0,3,6,0
2023-06-22,5,home,11,87.15,958.65,0,3,6,0
2023-06-23,2,home,19,52.88,1004.72,0,4,6,0
2023-06-23,4,home,11,75.83,834.13,0,4,6,0
2023-06-23,5,electronics,21,139.89,2937.69,0,4,6,0
2023-06-23,1,food,51,11.0,561.0,0,4,6,0
2023-06-23,2,sports,12,59.0,708.0,0,4,6,0
2023-06-23,4,food,52,12.4,644.8,1,4,6,0
2023-06-24,5,home,16,67.26,1076.16,0,5,6,0
2023-06-24,4,home,13,70.29,913.77,0,5,6,0
2023-06-24,1,sports,13,50.07,650.91,0,5,6,0
2023-06-24,1,home,12,58.36,700.32,0,5,6,0
2023-06-24,4,sports,24,69.58,1669.92,0,5,6,0
2023-06-25,2,electronics,12,154.48,1853.76,1,6,6,0
2023-06-25,1,food,60,10.14,608.4,1,6,6,0
2023-06-25,1,sports,17,52.53,893.01,0,6,6,0
2023-06-25,1,electronics,18,127.96,2303.28,0,6,6,0
2023-06-25,4,electronics,17,153.67,2612.39,0,6,6,0
2023-06-26,2,sports,6,40.04,240.24,0,0,6,0
2023-06-26,3,clothing,26,33.9,881.4,0,0,6,0
2023-06-26,1,electronics,13,128.89,1675.57,0,0,6,0
2023-06-26,5,sports,13,43.71,568.23,0,0,6,0
2023-06-26,4,home,15,74.45,1116.75,0,0,6,0
2023-06-26,2,clothing,36,42.15,1517.4,0,0,6,0
2023-06-27,1,clothing,30,43.05,1291.5,0,1,6,0
2023-06-27,3,home,9,59.17,532.53,0,1,6,0
2023-06-27,5,electronics,8,152.78,1222.24,0,1,6,0
2023-06-27,5,electronics,13,192.67,2504.71,0,1,6,0
2023-06-27,3,sports,9,49.72,447.48,0,1,6,0
2023-06-27,3,sports,6,63.74,382.44,0,1,6,0
2023-06-28,5,home,17,87.83,1493.11,1,2,6,0
2023-06-28,1,clothing,22,37.19,818.18,0,2,6,0
2023-06-28,5,sports,15,69.1,1036.5,0,2,6,0
2023-06-28,1,home,10,78.06,780.6,0,2,6,0
2023-06-28,5,food,56,11.99,671.44,0,2,6,0
2023-06-29,5,clothing,26,47.63,1238.38,0,3,6,0
2023-06-29,3,sports,13,64.23,834.99,0,3,6,0
2023-06-29,2,clothing,23,48.18,1108.14,0,3,6,0
2023-06-29,4,clothing,23,38.54,886.42,0,3,6,0
2023-06-29,2,sports,9,56.14,505.26,0,3,6,0
2023-06-29,2,food,47,8.67,407.49,0,3,6,0
2023-06-30,5,clothing,29,42.53,1233.37,0,4,6,0
2023-06-30,4,food,41,10.12,414.92,0,4,6,0
2023-06-30,3,sports,17,56.77,965.09,0,4,6,0
2023-06-30,1,food,52,9.99,519.48,0,4,6,0
2023-06-30,5,electronics,19,131.71,2502.49,0,4,6,0
2023-06-30,4,electronics,24,142.68,3424.32,0,4,6,0
2023-06-30,3,electronics,16,148.49,2375.84,0,4,6,0
2023-06-30,5,clothing,19,50.88,966.72,0,4,6,0
2023-07-01,3,electronics,13,204.58,2659.54,0,5,7,0
2023-07-01,3,clothing,23,37.3,857.9,0,5,7,0
2023-07-01,3,food,59,10.05,592.95,0,5,7,0
2023-07-01,4,food,61,12.34,752.74,0,5,7,0
2023-07-01,3,home,11,62.54,687.94,0,5,7,0
2023-07-01,4,home,12,66.26,795.12,0,5,7,0
2023-07-01,3,food,52,12.21,634.92,0,5,7,0
2023-07-01,1,clothing,27,52.59,1419.93,0,5,7,0
2023-07-02,1,clothing,31,50.21,1556.51,0,6,7,0
2023-07-02,4,electronics,27,155.43,4196.61,0,6,7,0
2023-07-02,4,home,9,73.15,658.35,0,6,7,0
2023-07-02,1,sports,16,50.04,800.64,0,6,7,0
2023-07-02,4,home,17,74.31,1263.27,0,6,7,0
2023-07-02,5,home,12,60.54,726.48,0,6,7,0
2023-07-02,4,clothing,22,54.57,1200.54,0,6,7,0
2023-07-02,5,home,16,73.2,1171.2,0,6,7,0
2023-07-02,1,clothing,29,43.43,1259.47,0,6,7,0
2023-07-03,3,sports,21,71.33,1497.93,0,0,7,0
2023-07-03,2,electronics,20,139.99,2799.8,0,0,7,0
2023-07-03,1,sports,17,61.97,1053.49,1,0,7,0
2023-07-03,3,sports,5,52.17,260.85,0,0,7,0
2023-07-03,3,sports,7,56.74,397.18,0,0,7,0
2023-07-04,1,sports,7,71.22,498.54,0,1,7,1
2023-07-04,5,clothing,39,46.12,1798.68,0,1,7,1
2023-07-04,4,home,15,72.11,1081.65,0,1,7,1
2023-07-04,4,clothing,41,35.52,1456.32,0,1,7,1
2023-07-04,3,sports,15,62.24,933.6,0,1,7,1
2023-07-04,2,home,16,67.0,1072.0,0,1,7,1
2023-07-04,2,clothing,46,41.16,1893.36,1,1,7,1
2023-07-05,4,sports,9,63.05,567.45,1,2,7,0
2023-07-05,1,sports,11,71.95,791.45,1,2,7,0
2023-07-05,1,food,47,8.69,408.43,0,2,7,0
2023-07-05,2,clothing,31,48.41,1500.71,1,2,7,0
2023-07-05,5,sports,11,58.22,640.42,0,2,7,0
2023-07-06,4,electronics,16,139.47,2231.52,0,3,7,0
2023-07-06,5,electronics,16,193.16,3090.56,0,3,7,0
2023-07-06,4,clothing,33,42.61,1406.13,0,3,7,0
2023-07-06,2,clothing,23,53.28,1225.44,1,3,7,0
2023-07-06,1,clothing,28,48.1,1346.8,0,3,7,0
2023-07-06,5,sports,5,50.02,250.1,0,3,7,0
2023-07-06,3,home,9,70.01,630.09,0,3,7,0
2023-07-07,1,sports,12,69.7,836.4,0,4,7,0
2023-07-07,2,clothing,25,43.32,1083.0,0,4,7,0
2023-07-07,3,electronics,24,148.35,3560.4,0,4,7,0
2023-07-07,5,food,68,8.81,599.08,0,4,7,0
2023-07-07,5,sports,9,42.74,384.66,0,4,7,0
2023-07-07,3,home,16,48.47,775.52,0,4,7,0
2023-07-07,2,food,45,9.34,420.3,0,4,7,0
2023-07-07,4,sports,6,37.5,225.0,0,4,7,0
2023-07-07,1,clothing,31,50.35,1560.85,1,4,7,0
2023-07-08,5,sports,12,66.12,793.44,0,5,7,0
2023-07-08,5,clothing,32,53.86,1723.52,0,5,7,0
2023-07-08,1,sports,7,54.86,384.02,0,5,7,0
2023-07-08,2,clothing,34,51.55,1752.7,1,5,7,0
2023-07-08,4,home,14,79.15,1108.1,1,5,7,0
2023-07-08,2,electronics,13,141.93,1845.09,0,5,7,0
2023-07-09,2,sports,8,44.89,359.12,0,6,7,0
2023-07-09,2,home,13,59.09,768.17,0,6,7,0
2023-07-09,2,electronics,25,172.99,4324.75,0,6,7,0
2023-07-09,1,home,14,81.84,1145.76,0,6,7,0
2023-07-09,5,sports,11,38.21,420.31,0,6,7,0
2023-07-09,2,clothing,33,43.4,1432.2,0,6,7,0
2023-07-09,5,sports,18,58.57,1054.26,0,6,7,0
2023-07-09,2,electronics,22,135.1,2972.2,0,6,7,0
2023-07-09,3,sports,8,57.24,457.92,0,6,7,0
2023-07-10,1,clothing,23,42.68,981.64,0,0,7,0
2023-07-10,5,sports,6,62.43,374.58,0,0,7,0
2023-07-10,5,clothing,27,48.48,1308.96,0,0,7,0
2023-07-10,5,clothing,29,62.98,1826.42,0,0,7,0
2023-07-10,5,sports,6,49.37,296.22,0,0,7,0
2023-07-10,1,home,15,96.51,1447.65,0,0,7,0
2023-07-10,4,clothing,26,41.23,1071.98,0,0,7,0
2023-07-11,5,home,16,66.62,1065.92,0,1,7,0
2023-07-11,2,food,49,10.49,514.01,0,1,7,0
2023-07-11,5,food,46,9.56,439.76,0,1,7,0
2023-07-11,2,electronics,12,161.98,1943.76,0,1,7,0
2023-07-11,3,electronics,15,131.87,1978.05,0,1,7,0
2023-07-11,3,sports,14,53.06,742.84,0,1,7,0
2023-07-11,4,home,18,67.93,1222.74,1,1,7,0
2023-07-12,3,electronics,19,162.2,3081.8,0,2,7,0
2023-07-12,2,sports,15,56.42,846.3,1,2,7,0
2023-07-12,3,clothing,24,43.83,1051.92,0,2,7,0
2023-07-12,5,sports,8,40.69,325.52,0,2,7,0
2023-07-12,1,electronics,16,129.68,2074.88,0,2,7,0
2023-07-12,3,home,5,67.83,339.15,0,2,7,0
2023-07-12,4,sports,12,58.88,706.56,0,2,7,0
2023-07-12,4,clothing,31,54.89,1701.59,1,2,7,0
2023-07-12,4,home,19,65.97,1253.43,0,2,7,0
2023-07-13,4,clothing,27,41.41,1118.07,1,3,7,0
2023-07-13,2,food,50,10.48,524.0,1,3,7,0
2023-07-13,1,clothing,31,48.12,1491.72,1,3,7,0
2023-07-13,4,sports,11,61.91,681.01,0,3,7,0
2023-07-13,1,home,19,59.9,1138.1,0,3,7,0
2023-07-14,1,electronics,21,152.55,3203.55,0,4,7,0
2023-07-14,1,sports,7,48.45,339.15,0,4,7,0
2023-07-14,3,electronics,23,119.83,2756.09,0,4,7,0
2023-07-14,2,electronics,11,142.79,1570.69,0,4,7,0
2023-07-14,4,food,47,8.8,413.6,0,4,7,0
2023-07-14,2,electronics,17,154.31,2623.27,1,4,7,0
2023-07-14,5,clothing,25,48.88,1222.0,0,4,7,0
2023-07-14,4,home,19,68.12,1294.28,1,4,7,0
2023-07-14,4,electronics,18,163.47,2942.46,0,4,7,0
2023-07-15,5,sports,13,62.03,806.39,0,5,7,0
2023-07-15,2,home,18,65.17,1173.06,0,5,7,0
2023-07-15,5,electronics,16,134.66,2154.56,0,5,7,0
2023-07-15,1,food,61,13.34,813.74,0,5,7,0
2023-07-15,2,home,15,73.74,1106.1,0,5,7,0
2023-07-15,4,sports,15,57.71,865.65,0,5,7,0
2023-07-15,1,clothing,43,45.3,1947.9,0,5,7,0
2023-07-15,5,electronics,20,161.87,3237.4,0,5,7,0
2023-07-16,5,clothing,28,51.51,1442.28,0,6,7,0
2023-07-16,4,clothing,33,55.29,1824.57,0,6,7,0
2023-07-16,5,electronics,19,192.79,3663.01,0,6,7,0
2023-07-16,4,clothing,34,41.06,1396.04,0,6,7,0
2023-07-16,5,food,55,10.59,582.45,1,6,7,0
2023-07-16,4,clothing,30,45.95,1378.5,0,6,7,0
2023-07-16,2,home,16,74.98,1199.68,0,6,7,0
2023-07-16,4,clothing,37,36.93,1366.41,0,6,7,0
2023-07-17,3,electronics,12,127.21,1526.52,0,0,7,0
2023-07-17,1,electronics,11,175.02,1925.22,0,0,7,0
2023-07-17,2,electronics,21,148.39,3116.19,1,0,7,0
2023-07-17,5,clothing,33,43.56,1437.48,0,0,7,0
2023-07-17,4,electronics,12,162.19,1946.28,0,0,7,0
2023-07-18,2,sports,18,63.72,1146.96,0,1,7,0
2023-07-18,3,home,14,62.22,871.08,0,1,7,0
2023-07-18,4,food,60,11.18,670.8,1,1,7,0
2023-07-18,2,electronics,18,156.5,2817.0,0,1,7,0
2023-07-18,3,sports,6,58.91,353.46,0,1,7,0
2023-07-18,1,electronics,16,139.59,2233.44,0,1,7,0
2023-07-19,2,food,47,11.4,535.8,0,2,7,0
2023-07-19,3,sports,4,61.36,245.44,0,2,7,0
2023-07-19,5,sports,9,58.43,525.87,0,2,7,0
2023-07-19,5,clothing,25,44.91,1122.75,0,2,7,0
2023-07-19,4,home,10,67.27,672.7,0,2,7,0
2023-07-19,5,food,46,13.69,629.74,0,2,7,0
2023-07-19,4,home,13,63.55,826.15,0,2,7,0
2023-07-19,2,clothing,23,59.71,1373.33,0,2,7,0
2023-07-19,3,food,47,10.46,491.62,0,2,7,0
2023-07-20,4,clothing,16,46.24,739.84,0,3,7,0
2023-07-20,3,electronics,22,135.73,2986.06,0,3,7,0
2023-07-20,2,home,17,67.98,1155.66,0,3,7,0
2023-07-20,1,electronics,15,219.19,3287.85,0,3,7,0
2023-07-20,3,home,11,61.61,677.71,0,3,7,0
2023-07-20,5,home,15,66.59,998.85,1,3,7,0
2023-07-20,2,home,11,82.59,908.49,0,3,7,0
2023-07-20,1,electronics,15,146.88,2203.2,0,3,7,0
2023-07-20,4,home,17,53.75,913.75,0,3,7,0
2023-07-21,3,home,15,87.41,1311.15,0,4,7,0
2023-07-21,2,food,56,9.59,537.04,0,4,7,0
2023-07-21,3,food,55,9.64,530.2,0,4,7,0
2023-07-21,2,home,15,81.85,1227.75,0,4,7,0
2023-07-21,4,electronics,15,159.99,2399.85,0,4,7,0
2023-07-21,1,electronics,18,169.4,3049.2,0,4,7,0
2023-07-22,1,sports,11,69.56,765.16,0,5,7,0
2023-07-22,5,sports,22,63.78,1403.16,0,5,7,0
2023-07-22,2,clothing,29,35.71,1035.59,0,5,7,0
2023-07-22,2,electronics,16,131.54,2104.64,0,5,7,0
2023-07-22,3,electronics,26,155.11,4032.86,0,5,7,0
2023-07-22,5,food,72,10.86,781.92,0,5,7,0
2023-07-22,5,clothing,26,57.4,1492.4,0,5,7,0
2023-07-22,5,sports,18,56.02,1008.36,0,5,7,0
2023-07-23,4,food,59,10.98,647.82,0,6,7,0
2023-07-23,3,home,9,67.94,611.46,0,6,7,0
2023-07-23,2,clothing,22,45.48,1000.56,0,6,7,0
2023-07-23,3,food,68,8.25,561.0,1,6,7,0
2023-07-23,5,home,13,67.86,882.18,0,6,7,0
2023-07-23,2,electronics,15,153.92,2308.8,0,6,7,0
2023-07-23,5,clothing,26,45.67,1187.42,0,6,7,0
2023-07-23,1,sports,12,53.23,638.76,0,6,7,0
2023-07-24,5,home,17,61.31,1042.27,0,0,7,0
2023-07-24,5,clothing,22,46.08,1013.76,0,0,7,0
2023-07-24,1,clothing,33,37.51,1237.83,0,0,7,0
2023-07-24,1,electronics,22,154.57,3400.54,0,0,7,0
2023-07-24,2,electronics,23,210.3,4836.9,0,0,7,0
2023-07-25,3,food,55,9.35,514.25,0,1,7,0
2023-07-25,1,food,52,9.99,519.48,0,1,7,0
2023-07-25,4,electronics,16,153.14,2450.24,0,1,7,0
2023-07-25,1,electronics,19,163.58,3108.02,0,1,7,0
2023-07-25,3,clothing,21,42.22,886.62,0,1,7,0
2023-07-25,5,electronics,21,164.47,3453.87,0,1,7,0
2023-07-25,2,home,18,91.8,1652.4,1,1,7,0
2023-07-25,4,home,13,64.32,836.16,0,1,7,0
2023-07-26,3,clothing,21,39.58,831.18,0,2,7,0
2023-07-26,1,electronics,11,110.64,1217.04,0,2,7,0
2023-07-26,2,home,15,72.95,1094.25,0,2,7,0
2023-07-26,3,sports,9,51.93,467.37,0,2,7,0
2023-07-26,2,sports,12,63.58,762.96,0,2,7,0
2023-07-26,4,electronics,15,116.11,1741.65,0,2,7,0
2023-07-26,3,home,10,82.47,824.7,0,2,7,0
2023-07-27,1,sports,6,52.72,316.32,0,3,7,0
2023-07-27,1,electronics,16,122.77,1964.32,0,3,7,0
2023-07-27,2,clothing,21,44.39,932.19,0,3,7,0
2023-07-27,4,clothing,32,40.77,1304.64,0,3,7,0
2023-07-27,3,clothing,26,44.89,1167.14,0,3,7,0
2023-07-28,1,food,43,6.9,296.7,0,4,7,0
2023-07-28,3,clothing,27,39.16,1057.32,0,4,7,0
2023-07-28,1,clothing,25,52.65,1316.25,0,4,7,0
2023-07-28,3,home,15,71.58,1073.7,0,4,7,0
2023-07-28,5,clothing,25,38.08,952.0,0,4,7,0
2023-07-28,3,sports,12,62.27,747.24,0,4,7,0
2023-07-28,5,clothing,25,51.92,1298.0,0,4,7,0
2023-07-28,1,clothing,27,50.6,1366.2,0,4,7,0
2023-07-29,4,food,66,11.19,738.54,0,5,7,0
2023-07-29,5,clothing,29,42.22,1224.38,0,5,7,0
2023-07-29,4,electronics,17,166.6,2832.2,0,5,7,0
2023-07-29,5,sports,13,47.0,611.0,0,5,7,0
2023-07-29,1,home,8,70.24,561.92,0,5,7,0
2023-07-29,1,home,16,88.48,1415.68,1,5,7,0
2023-07-30,2,electronics,13,177.52,2307.76,0,6,7,0
2023-07-30,4,home,20,91.23,1824.6,0,6,7,0
2023-07-30,5,electronics,18,180.65,3251.7,0,6,7,0
2023-07-30,3,clothing,24,45.63,1095.12,0,6,7,0
2023-07-30,4,electronics,27,135.21,3650.67,0,6,7,0
2023-07-30,4,home,21,81.2,1705.2,0,6,7,0
2023-07-30,4,sports,13,44.72,581.36,0,6,7,0
2023-07-31,4,food,57,14.01,798.57,0,0,7,0
2023-07-31,4,home,12,65.98,791.76,0,0,7,0
2023-07-31,4,clothing,32,46.1,1475.2,0,0,7,0
2023-07-31,2,home,8,73.41,587.28,0,0,7,0
2023-07-31,1,clothing,22,51.83,1140.26,0,0,7,0
2023-08-01,3,clothing,28,37.36,1046.08,0,1,8,0
2023-08-01,1,electronics,18,121.4,2185.2,0,1,8,0
2023-08-01,2,home,13,78.38,1018.94,1,1,8,0
2023-08-01,3,sports,12,60.97,731.64,0,1,8,0
2023-08-01,5,home,14,61.5,861.0,0,1,8,0
2023-08-01,3,home,13,60.12,781.56,0,1,8,0
2023-08-01,2,home,7,65.92,461.44,0,1,8,0
2023-08-01,3,clothing,31,42.75,1325.25,0,1,8,0
2023-08-02,5,food,43,9.32,400.76,0,2,8,0
2023-08-02,4,electronics,17,172.65,2935.05,0,2,8,0
2023-08-02,4,electronics,14,150.52,2107.28,0,2,8,0
2023-08-02,4,sports,6,63.14,378.84,0,2,8,0
2023-08-02,1,food,52,9.42,489.84,0,2,8,0
2023-08-02,4,clothing,29,40.55,1175.95,0,2,8,0
2023-08-02,2,food,56,9.1,509.6,0,2,8,0
2023-08-02,4,electronics,14,142.75,1998.5,0,2,8,0
2023-08-02,2,clothing,27,44.77,1208.79,0,2,8,0
2023-08-03,1,sports,19,54.99,1044.81,1,3,8,0
2023-08-03,1,sports,8,55.42,443.36,0,3,8,0
2023-08-03,2,electronics,10,105.51,1055.1,0,3,8,0
2023-08-03,5,sports,8,54.45,435.6,0,3,8,0
2023-08-03,5,electronics,17,86.87,1476.79,0,3,8,0
2023-08-03,3,food,54,10.56,570.24,0,3,8,0
2023-08-03,5,home,14,58.55,819.7,0,3,8,0
2023-08-03,5,electronics,23,189.78,4364.94,0,3,8,0
2023-08-03,1,electronics,7,158.28,1107.96,0,3,8,0
2023-08-04,5,food,40,7.2,288.0,0,4,8,0
2023-08-04,3,sports,10,66.6,666.0,0,4,8,0
2023-08-04,2,sports,13,56.91,739.83,1,4,8,0
2023-08-04,1,home,15,60.48,907.2,0,4,8,0
2023-08-04,3,clothing,33,45.75,1509.75,1,4,8,0
2023-08-04,3,clothing,28,33.06,925.68,0,4,8,0
2023-08-04,5,home,18,65.57,1180.26,1,4,8,0
2023-08-04,3,clothing,24,47.29,1134.96,0,4,8,0
2023-08-05,4,clothing,25,39.89,997.25,0,5,8,0
2023-08-05,1,clothing,27,54.81,1479.87,0,5,8,0
2023-08-05,2,clothing,32,33.95,1086.4,0,5,8,0
2023-08-05,3,electronics,22,140.17,3083.74,0,5,8,0
2023-08-05,2,home,9,80.99,728.91,0,5,8,0
2023-08-05,5,clothing,22,62.44,1373.68,0,5,8,0
2023-08-06,4,sports,8,58.45,467.6,1,6,8,0
2023-08-06,4,food,52,7.46,387.92,0,6,8,0
2023-08-06,4,food,75,11.36,852.0,1,6,8,0
2023-08-06,5,sports,11,44.84,493.24,0,6,8,0
2023-08-06,1,home,13,64.29,835.77,0,6,8,0
2023-08-06,4,electronics,13,151.1,1964.3,0,6,8,0
2023-08-06,5,clothing,26,43.69,1135.94,0,6,8,0
2023-08-06,5,food,62,8.91,552.42,0,6,8,0
2023-08-07,1,clothing,23,49.76,1144.48,0,0,8,0
2023-08-07,3,clothing,19,37.64,715.16,0,0,8,0
2023-08-07,3,home,19,75.88,1441.72,0,0,8,0
2023-08-07,4,clothing,29,45.45,1318.05,0,0,8,0
2023-08-07,1,clothing,26,45.84,1191.84,0,0,8,0
2023-08-07,3,sports,14,46.89,656.46,0,0,8,0
2023-08-07,5,food,64,8.96,573.44,1,0,8,0
2023-08-07,2,sports,14,52.17,730.38,0,0,8,0
2023-08-08,5,clothing,17,51.08,868.36,0,1,8,0
2023-08-08,3,food,48,10.09,484.32,0,1,8,0
2023-08-08,3,food,60,11.7,702.0,0,1,8,0
2023-08-08,3,clothing,16,38.92,622.72,0,1,8,0
2023-08-08,1,food,50,9.88,494.0,0,1,8,0
